time,jolt
1683344497.23011,1234778.0
1683344497.27085,36.0
1683344497.312929,0.0
1683344497.332433,0.0
1683344497.363391,0.0
1683344497.4120162,0.0
1683344497.446333,0.0
1683344497.4996638,0.0
1683344497.51757,0.0
1683344497.558075,108.00000000000068
1683344497.607948,0.0
1683344497.6596742,108.00000000000068
1683344497.7092018,108.00000000000068
1683344497.732516,1728.000000000011
1683344497.759029,432.00000000000273
1683344497.807873,0.0
1683344497.855809,108.0000000000002
1683344497.879339,432.0000000000008
1683344497.927747,107.99999999999947
1683344497.961042,107.99999999999947
1683344497.989283,107.99999999999947
1683344498.026829,107.99999999999947
1683344498.073256,107.99999999999947
1683344498.101699,107.99999999999986
1683344498.139518,431.99999999999943
1683344498.172342,431.99999999999847
1683344498.193567,431.99999999999847
1683344498.2283258,107.99999999999962
1683344498.266591,107.99999999999962
1683344498.306036,0.0
1683344498.326823,81.00000000000014
1683344498.376821,0.0
1683344498.4029179,81.00000000000024
1683344498.4558568,0.0
1683344498.485472,324.00000000000097
1683344498.519816,0.0
1683344498.556598,0.0
1683344498.613577,0.0
1683344498.66013,0.0
1683344498.705801,107.99999999999962
1683344498.726835,431.99999999999847
1683344498.752249,431.99999999999847
1683344498.796803,107.99999999999962
1683344498.83599,80.99999999999962
1683344498.8602471,323.99999999999847
1683344498.879593,323.99999999999847
1683344498.914869,81.0
1683344498.9698932,81.0
1683344499.012664,45.0
1683344499.12719,1988.9999999999964
1683344499.172114,0.0
1683344499.213917,0.0
1683344499.247166,180.0
1683344499.272009,287.99999999999943
1683344499.307209,0.0
1683344499.357592,71.99999999999962
1683344499.400301,287.99999999999847
1683344499.4226391,287.99999999999886
1683344499.446801,71.99999999999923
1683344499.484482,71.99999999999972
1683344499.5118349,287.99999999999886
1683344499.565851,72.0000000000001
1683344499.607154,0.0
1683344499.646862,0.0
1683344499.6898649,0.0
1683344499.7422268,71.99999999999972
1683344499.7739499,287.99999999999886
1683344499.8106859,288.0000000000008
1683344499.8578072,0.0
1683344499.89025,72.0000000000002
1683344499.92149,0.0
1683344499.96336,287.99999999999886
1683344500.014884,72.0000000000001
1683344500.0424068,648.0000000000009
1683344500.0920498,0.0
1683344500.1265101,288.0000000000004
1683344500.1642098,287.99999999999886
1683344500.2058392,71.99999999999972
1683344500.244444,71.99999999999972
1683344500.276302,71.99999999999972
1683344500.3134809,71.99999999999972
1683344500.344605,71.99999999999972
1683344500.375175,288.0000000000008
1683344500.416725,0.0
1683344500.460806,72.0000000000001
1683344500.496864,72.0000000000001
1683344500.540873,71.99999999999962
1683344500.594194,107.99999999999972
1683344500.6393769,323.999999999999
1683344500.677057,323.999999999999
1683344500.7075279,1727.9999999999966
1683344500.73025,431.9999999999973
1683344500.7667289,0.0
1683344500.796842,107.99999999999933
1683344500.8393862,0.0
1683344500.8815181,0.0
1683344500.9204538,431.9999999999983
1683344500.939476,323.99999999999727
1683344500.9907079,80.99999999999913
1683344501.0423748,0.0
1683344501.060332,971.9999999999955
1683344501.108879,107.99999999999982
1683344501.155892,107.99999999999982
1683344501.203278,0.0
1683344501.233402,971.9999999999984
1683344501.271339,0.0
1683344501.3001962,432.0000000000012
1683344501.33136,0.0
1683344501.382391,108.0000000000002
1683344501.413554,432.0000000000012
1683344501.46315,107.99999999999957
1683344501.495282,107.99999999999957
1683344501.5393999,0.0
1683344501.5696661,431.9999999999973
1683344501.602925,324.00000000000097
1683344501.63026,324.00000000000097
1683344501.650529,431.99999999999886
1683344501.697,0.0
1683344501.74711,107.99999999999933
1683344501.776992,107.99999999999933
1683344501.8217778,107.99999999999972
1683344501.8469381,431.99999999999886
1683344501.893148,107.99999999999972
1683344501.942084,431.99999999999886
1683344501.9747531,107.99999999999933
1683344502.025881,0.0
1683344502.049526,431.99999999999886
1683344502.0894332,107.99999999999923
1683344502.135169,431.99999999999693
1683344502.171274,431.99999999999693
1683344502.2004569,431.99999999999693
1683344502.239462,431.99999999999693
1683344502.2896042,107.99999999999962
1683344502.329473,431.99999999999847
1683344502.355951,80.99999999999962
1683344502.405914,0.0
1683344502.4463658,0.0
1683344502.480318,323.99999999999886
1683344502.528388,80.99999999999972
1683344502.5769138,323.9999999999979
1683344502.620105,0.0
1683344502.661716,323.99999999999886
1683344502.709188,0.0
1683344502.7285628,503.999999999998
1683344502.764359,0.0
1683344502.8043818,180.00000000000097
1683344502.835179,728.9999999999958
1683344502.88036,80.99999999999976
1683344502.900747,323.99999999999903
1683344502.940306,80.99999999999923
1683344502.973821,0.0
1683344503.017517,0.0
1683344503.064391,107.99999999999972
1683344503.089459,432.0000000000012
1683344503.128681,324.00000000000136
1683344503.157151,324.00000000000136
1683344503.189501,0.0
1683344503.236703,81.00000000000034
1683344503.275307,81.00000000000034
1683344503.308266,324.00000000000136
1683344503.3339882,324.00000000000136
1683344503.3514261,81.00000000000034
1683344503.4004889,0.0
1683344503.431705,0.0
1683344503.471649,44.99999999999976
1683344506.608423,1151.9999999999939
1683344506.65607,71.99999999999962
1683344506.697244,71.99999999999923
1683344506.7335339,0.0
1683344506.777092,0.0
1683344506.827807,71.99999999999923
1683344506.862456,287.99999999999693
1683344506.906123,72.0000000000001
1683344506.932053,72.0000000000001
1683344506.9792588,0.0
1683344507.0123389,0.0
1683344507.039547,647.9999999999974
1683344507.097307,71.99999999999923
1683344507.134686,71.99999999999923
1683344507.178272,71.99999999999923
1683344507.2139142,287.99999999999693
1683344507.25928,71.99999999999923
1683344507.306744,0.0
1683344507.351788,0.0
1683344507.377161,287.99999999999693
1683344507.406183,287.99999999999693
1683344507.446762,0.0
1683344507.466062,71.99999999999923
1683344507.515388,0.0
1683344507.5495229,71.99999999999972
1683344507.574016,287.99999999999886
1683344507.610369,287.99999999999943
1683344507.651584,288.0000000000004
1683344507.692899,72.0000000000001
1683344507.730455,72.0000000000001
1683344507.748116,288.0000000000004
1683344507.7847512,0.0
1683344507.8257139,72.0000000000001
1683344507.8482828,287.99999999999847
1683344507.871851,71.99999999999962
1683344507.912729,71.99999999999962
1683344507.964414,0.0
1683344508.0105789,107.99999999999972
1683344508.060619,107.99999999999982
1683344508.08788,431.99999999999926
1683344508.12015,431.99999999999926
1683344508.152998,431.9999999999973
1683344508.172149,323.99999999999693
1683344508.2234628,80.99999999999923
1683344508.259441,323.99999999999693
1683344508.29851,0.0
1683344508.3472168,80.99999999999923
1683344508.393725,0.0
1683344508.4270961,0.0
1683344508.477407,80.99999999999972
1683344508.518249,323.99999999999886
1683344508.55613,323.99999999999886
1683344508.584179,323.99999999999886
1683344508.6323578,324.0000000000004
1683344508.656137,324.0000000000004
1683344508.681817,324.0000000000004
1683344508.727112,0.0
1683344508.7709801,287.99999999999847
1683344508.814122,71.99999999999962
1683344508.837524,287.99999999999847
1683344508.8603299,180.00000000000057
1683344508.897349,45.00000000000014
1683344508.935509,45.00000000000014
1683344508.97024,180.00000000000057
1683344509.031614,45.00000000000014
1683344509.077661,0.0
1683344509.108324,45.00000000000014
1683344509.14628,0.0
1683344509.165405,179.99999999999903
1683344509.185487,44.99999999999976
1683344509.2320929,179.99999999999903
1683344509.264315,81.00000000000131
1683344511.730701,4608.0000000000055
1683344511.7824562,72.0
1683344511.8085089,72.0
1683344511.8417768,72.0
1683344511.87026,288.0
1683344511.916482,72.0
1683344511.9752629,0.0
1683344512.0151901,0.0
1683344512.058867,288.0
1683344512.0897129,288.0
1683344512.12219,288.0
1683344512.167457,0.0
1683344512.194165,72.0
1683344512.2428591,288.0000000000004
1683344512.265146,287.99999999999903
1683344512.292277,287.99999999999886
1683344512.334868,0.0
1683344512.3640451,287.99999999999886
1683344512.385217,71.99999999999972
