time,jolt
1683344364.335764,20807.999999999956
1683344364.390111,288.0000000000004
1683344364.528517,647.9999999999994
1683344364.647129,404.99999999999784
1683344364.739604,1222.7207793864022
1683344364.853259,179.99999999999847
1683344364.926996,719.9999999999939
1683344365.015249,425.82337649086446
1683344365.098719,647.9999999999931
1683344365.237385,2591.999999999978
1683344365.3353732,0.0
1683344365.4728498,9152.999999999993
1683344365.53659,287.99999999999886
1683344365.593712,71.99999999999972
1683344365.7136278,71.99999999999972
1683344365.851868,1799.999999999999
1683344365.9395971,1584.0000000000005
1683344366.063893,336.34156132373346
1683344366.158845,287.99999999999994
1683344366.27582,368.99999999999346
1683344366.3541272,123.17662350913768
1683344366.486489,719.9999999999866
1683344366.764201,72.0000000000002
1683344366.8244102,72.0000000000002
1683344366.954519,1152.0000000000032
1683344367.006753,180.00000000000097
1683344367.086703,468.00000000000176
1683344367.190921,18.00000000000005
1683344367.2952151,17.999999999999083
1683344367.416028,44.99999999999952
1683344367.509717,404.9999999999957
1683344367.602262,179.99999999999832
1683344367.689017,44.9999999999988
1683344367.776798,1271.2935059634463
1683344367.8746612,84.35324701827386
1683344367.9364119,467.99999999999693
1683344368.060538,71.99999999999972
1683344368.185848,337.41298807309545
1683344368.322937,4549.412988073091
1683344368.416259,36.0
1683344368.4864042,323.99999999999864
1683344368.598634,2177.735064736299
1683344368.735639,323.99999999999943
1683344368.8422809,323.99999999999943
1683344368.9675672,2941.4103884177593
1683344369.079288,287.99999999999886
1683344371.46489,28799.999999999767
1683344371.563657,647.9999999999931
1683344371.647512,71.99999999999962
1683344371.75789,0.0
1683344371.85621,0.0
1683344372.002859,2194.9402589451847
1683344372.0946329,405.0000000000022
1683344372.146692,180.00000000000097
1683344372.2622101,180.00000000000097
1683344372.396211,1107.2649352637077
1683344372.488943,576.0000000000016
1683344372.623075,0.0
1683344372.679737,575.9999999999939
1683344372.8402402,3600.0
1683344372.969407,324.0000000000009
1683344373.110603,900.0000000000025
1683344373.165675,3600.00000000001
1683344373.258122,405.0000000000009
1683344373.363439,45.0000000000001
1683344373.479598,0.0
1683344373.6115992,36.0
1683344373.667648,647.9999999999994
1683344373.769964,647.9999999999966
1683344373.907223,719.9999999999939
1683344374.0397792,0.0
1683344374.135621,1341.7948057911235
1683344374.19655,1125.000000000002
1683344374.2588968,1799.9999999999927
1683344374.316639,107.99999999999923
1683344374.378516,0.0
1683344374.474567,431.99999999999693
1683344374.6211898,3042.529870527397
1683344374.685589,80.9999999999997
1683344374.903381,5380.675323681471
1683344375.047606,0.0
1683344375.156785,108.00000000000034
1683344375.257951,3202.9402589451865
1683344375.3166962,108.0000000000002
1683344375.3927639,108.0000000000002
1683344375.4801202,281.8233764908638
1683344375.574817,0.0
1683344375.723503,288.0000000000008
1683344375.82604,107.99999999999982
1683344375.9635031,10705.412988073094
1683344376.076546,431.9999999999979
1683344376.2027662,1727.9999999999902
1683344376.316651,1582.940258945182
